CountryIndex,Country,Year,Consumption_000t
0,Albania,0.6774193548387096,0.08288093218630893
0,Albania,0.6774193548387096,0.1046592039330312
0,Albania,0.6774193548387096,0.0500563119112238
0,Albania,0.7258064516129032,0.7850298342068741
0,Albania,0.7258064516129032,0.2297588501017234
0,Albania,0.7258064516129032,0.10684636021030791
0,Albania,0.7258064516129032,0.10252585041680685
0,Albania,0.7258064516129032,0.04379594109996207
0,Albania,0.7580645161290323,0.7372391614995998
0,Albania,0.7580645161290323,0.2048432357013404
0,Albania,0.7580645161290323,0.12295115548422073
0,Albania,0.7580645161290323,0.07920210669893735
0,Albania,0.7580645161290323,0.05284566422963742
0,Albania,0.7741935483870968,0.7805656858494625
0,Albania,0.7741935483870968,0.22388118639201482
0,Albania,0.7741935483870968,0.13077131276268952
0,Albania,0.7741935483870968,0.038496122334644944
0,Albania,0.7741935483870968,0.09319230538249731
0,Albania,0.8225806451612904,0.8807966099324503
0,Albania,0.8225806451612904,0.2518573058637606
0,Albania,0.8225806451612904,0.1260470354596393
0,Albania,0.8225806451612904,0.06327698303074078
0,Albania,0.8225806451612904,0.10297206781122306
0,Albania,0.8709677419354839,0.915316922120092
0,Albania,0.8709677419354839,0.25430755270655037
0,Albania,0.8709677419354839,0.1320507325484492
0,Albania,0.8709677419354839,0.06464278339617179
0,Albania,0.8709677419354839,0.09909432018895135
0,Albania,0.9032258064516129,0.939564691238788
0,Albania,0.9032258064516129,0.21834920953542877
0,Albania,0.9032258064516129,0.13126491607509683
0,Albania,0.9032258064516129,0.0757995345320764
0,Albania,0.9032258064516129,0.10360733527429125
0,Albania,0.9516129032258065,1.0
0,Albania,0.9516129032258065,0.22362763882387493
0,Albania,0.9516129032258065,0.16059729291490032
0,Albania,0.9516129032258065,0.08913340534457213
0,Albania,0.9516129032258065,0.09961095832260432
